filename,X1,Y1,X2,Y2,X3,Y3,X4,Y4,type
000015983ee24b9bb06f0a493e40d396.jpg,1751,595,1804,595,1804,652,1751,652,11
00010acb7e3041f485c097eafdc5a6eb.jpg,1432,1036,1474,1036,1474,1077,1432,1077,12
0001619af7724df3acc13322a8efb896.jpg,1701,563,1769,563,1769,631,1701,631,11
00024a6157f7435b88e512110db7b889.jpg,544,725,583,725,583,757,544,757,4
0002ffc2799947daa3fc737436009228.jpg,1802,1047,1859,1047,1859,1103,1802,1103,10
0007e0b7248340ce82246dd1328129e2.jpg,579,932,622,932,622,973,579,973,15
000b565cb21f4f9da34053df18a8e67a.jpg,636,1051,714,1051,714,1124,636,1124,12
000cc9b62d2f4c35bf234eb1fc3ebdc5.jpg,1237,1050,1271,1050,1271,1084,1237,1084,14
00113b1a153b4c4098e6b9d0061de3c6.jpg,1615,670,1654,670,1654,710,1615,710,15
001151d024b94d2cacb34a83b5ee64f7.jpg,1212,514,1241,514,1241,542,1212,542,12
001257465803421ab31517e042eb0062.jpg,1124,493,1207,493,1207,573,1124,573,14
0012efca3da04dfb9db0e6a1787c53a1.jpg,745,791,834,791,834,877,745,877,8
0014f99891b5442eb7ed9a909260669e.jpg,2204,895,2318,895,2318,1003,2204,1003,10
0016aa92831d4fda8bea85223742906e.jpg,1220,858,1289,858,1289,937,1220,937,3
001aef8b86674b60be553f75fc891476.jpg,1602,614,1642,614,1642,657,1602,657,1
001c91183772438db7b5672f64f09463.jpg,1706,798,1733,798,1733,825,1706,825,13
00250531abe145ca926e5255436a3d9f.jpg,1092,1245,1126,1245,1126,1277,1092,1277,9
002546f3f3aa47f88e32a22db0eeb045.jpg,607,1151,635,1151,635,1179,607,1179,7
0026ae54e37248298cbcfe828358ee5b.jpg,1723,1034,1774,1034,1774,1085,1723,1085,8
00274e8bc625433e9a4949541cfc4faa.jpg,1452,780,1498,780,1498,826,1452,826,13
0031cff95ed14705a47133ff790f8cf0.jpg,624,786,678,786,678,847,624,847,17
003e7a82aaa5403c9ce1468b3f413cfe.jpg,1193,1194,1220,1194,1220,1224,1193,1224,15
0040b1629c1c41829d248cf6b181e079.jpg,1017,507,1053,507,1053,540,1017,540,1
0041930d5dd64a62863fe4ae801896e5.jpg,2182,1034,2275,1034,2275,1148,2182,1148,11
00424463ec704b9e96b38b4c10260793.jpg,1866,830,1925,830,1925,888,1866,888,6
00464174f10546f3ba5766a7569d1b36.jpg,1013,425,1055,425,1055,465,1013,465,18
0047129a47ec42638c28b351b938e4ae.jpg,1426,1228,1457,1228,1457,1260,1426,1260,19
0047f6cac7be41cfb16c2d16ae32c3f4.jpg,1421,694,1452,694,1452,725,1421,725,1
004f91cf57ce42aea9abbd3d6dd07183.jpg,684,1090,727,1090,727,1135,684,1135,19
005083035a88458191a146c63a56eed4.jpg,1086,1033,1118,1033,1118,1063,1086,1063,16
005096460d7046b1a713e439462aa8f6.jpg,1238,1018,1267,1018,1267,1049,1238,1049,13
005422c820544cf38e3d146fcb72dfc6.jpg,1637,1257,1682,1257,1682,1305,1637,1305,6
005660a207ce4378a0ddb7cadb98fe09.jpg,1592,1014,1686,1014,1686,1121,1592,1121,18
0056d287f3f348c8b406fb9714ffc6dd.jpg,1408,712,1438,712,1438,743,1408,743,15
0057f8fb635a41b0bcbf7e9f7c4e9c55.jpg,2064,683,2181,683,2181,791,2064,791,18
005a6d9229b84d19a90e9de15c80c915.jpg,1235,953,1310,953,1310,1026,1235,1026,16
005b38231ba74f3a8cb5e7116cc48fbd.jpg,833,859,862,859,862,885,833,885,4
005f1749ba8e46c79d1851079afa7cb1.jpg,1454,607,1495,607,1495,652,1454,652,11
